"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the cancel transaction button functionality.","20828","Calculation Testing | Scenario=S13 | Mode=NEFT/RTGS | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 12:53:33 IST 2025","passed","Wed Sep 24 12:53:53 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20096","Calculation Testing | Scenario=S8 | Mode=BHIM UPI QR | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 00:07:31 IST 2025","passed","Wed Sep 24 00:07:51 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23125","Calculation Testing | Scenario=S12 | Mode=RuPay Credit Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 12:38:11 IST 2025","passed","Wed Sep 24 12:38:34 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20045","Calculation Testing | Scenario=S12 | Mode=BHIM UPI QR | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 12:34:04 IST 2025","passed","Wed Sep 24 12:34:24 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20254","Calculation Testing | Scenario=S11 | Mode=Wallet | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 11:21:35 IST 2025","passed","Wed Sep 24 11:21:55 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23653","Calculation Testing | Scenario=S8 | Mode=RuPay Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 00:08:31 IST 2025","passed","Wed Sep 24 00:08:55 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","10831","Calculation Testing | Scenario=S21 | Mode=Debit Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 15:45:09 IST 2025","failed","Wed Sep 24 15:45:19 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23330","Calculation Testing | Scenario=S11 | Mode=Credit Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 11:12:52 IST 2025","passed","Wed Sep 24 11:13:15 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21277","Calculation Testing | Scenario=S8 | Mode=Net Banking | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 23:58:47 IST 2025","passed","Tue Sep 23 23:59:08 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18366","Calculation Testing | Scenario=S23 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 16:29:59 IST 2025","passed","Wed Sep 24 16:30:17 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20608","Calculation Testing | Scenario=S18 | Mode=Net Banking | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 14:21:10 IST 2025","passed","Wed Sep 24 14:21:30 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22766","Calculation Testing | Scenario=S15 | Mode=Credit Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 13:25:33 IST 2025","passed","Wed Sep 24 13:25:55 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17279","Calculation Testing | Scenario=S23 | Mode=Cash | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 16:21:22 IST 2025","passed","Wed Sep 24 16:21:40 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20990","Calculation Testing | Scenario=S7 | Mode=RuPay Credit Card | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 18:07:18 IST 2025","passed","Tue Sep 23 18:07:39 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23170","Calculation Testing | Scenario=S16 | Mode=RuPay Credit Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 13:59:34 IST 2025","failed","Wed Sep 24 13:59:57 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19500","Calculation Testing | Scenario=S14 | Mode=BHIM UPI QR | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 13:18:31 IST 2025","passed","Wed Sep 24 13:18:50 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22584","Calculation Testing | Scenario=S10 | Mode=UPI | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 10:55:21 IST 2025","passed","Wed Sep 24 10:55:44 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17292","Calculation Testing | Scenario=S23 | Mode=Net Banking | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 16:20:07 IST 2025","passed","Wed Sep 24 16:20:24 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22236","Calculation Testing | Scenario=S3 | Mode=UPI | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 15:02:48 IST 2025","passed","Tue Sep 23 15:03:11 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22815","Calculation Testing | Scenario=S24 | Mode=RuPay Credit Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 15:01:58 IST 2025","passed","Wed Sep 24 15:02:21 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20504","Calculation Testing | Scenario=S18 | Mode=Net Banking | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 14:21:39 IST 2025","passed","Wed Sep 24 14:21:59 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22275","Calculation Testing | Scenario=S10 | Mode=UPI | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 10:54:52 IST 2025","passed","Wed Sep 24 10:55:14 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21812","Calculation Testing | Scenario=S8 | Mode=NEFT/RTGS | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 00:03:17 IST 2025","passed","Wed Sep 24 00:03:39 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20225","Calculation Testing | Scenario=S15 | Mode=Net Banking | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 13:26:28 IST 2025","passed","Wed Sep 24 13:26:48 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20164","Calculation Testing | Scenario=S4 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 15:54:09 IST 2025","passed","Tue Sep 23 15:54:29 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20620","Calculation Testing | Scenario=S7 | Mode=RuPay Credit Card | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 18:06:51 IST 2025","passed","Tue Sep 23 18:07:12 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19342","Calculation Testing | Scenario=S21 | Mode=UPI | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 15:50:53 IST 2025","passed","Wed Sep 24 15:51:13 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17725","Calculation Testing | Scenario=S21 | Mode=UPI INTENT | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 15:57:34 IST 2025","passed","Wed Sep 24 15:57:51 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18582","Calculation Testing | Scenario=S19 | Mode=Credit Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 15:11:22 IST 2025","passed","Wed Sep 24 15:11:40 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19982","Calculation Testing | Scenario=S14 | Mode=Wallet | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 13:17:14 IST 2025","passed","Wed Sep 24 13:17:34 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20682","Calculation Testing | Scenario=S13 | Mode=Net Banking | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 12:50:53 IST 2025","failed","Wed Sep 24 12:51:13 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18589","Calculation Testing | Scenario=S20 | Mode=Debit Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 15:25:24 IST 2025","passed","Wed Sep 24 15:25:43 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23297","Calculation Testing | Scenario=S16 | Mode=RuPay Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 13:56:59 IST 2025","passed","Wed Sep 24 13:57:22 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23345","Calculation Testing | Scenario=S16 | Mode=Credit Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 13:46:38 IST 2025","failed","Wed Sep 24 13:47:01 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17743","Calculation Testing | Scenario=S22 | Mode=BHIM UPI QR | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 16:10:44 IST 2025","passed","Wed Sep 24 16:11:02 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22945","Calculation Testing | Scenario=S17 | Mode=Credit Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 14:04:03 IST 2025","passed","Wed Sep 24 14:04:26 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22941","Calculation Testing | Scenario=S15 | Mode=Credit Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 13:25:04 IST 2025","passed","Wed Sep 24 13:25:27 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20551","Calculation Testing | Scenario=S12 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 12:40:09 IST 2025","passed","Wed Sep 24 12:40:30 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23670","Calculation Testing | Scenario=S13 | Mode=Debit Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 12:47:02 IST 2025","passed","Wed Sep 24 12:47:26 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","145388","Calculation Testing | Scenario=S20 | Mode=Cash | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 15:29:33 IST 2025","passed","Wed Sep 24 15:31:58 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19744","Calculation Testing | Scenario=S17 | Mode=BHIM UPI QR | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 14:12:48 IST 2025","passed","Wed Sep 24 14:13:08 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20149","Calculation Testing | Scenario=S1 | Mode=Net Banking | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 13:33:28 IST 2025","passed","Tue Sep 23 13:33:48 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18941","Calculation Testing | Scenario=S20 | Mode=RuPay Credit Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 15:41:34 IST 2025","passed","Wed Sep 24 15:41:53 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19902","Calculation Testing | Scenario=S1 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 13:44:34 IST 2025","passed","Tue Sep 23 13:44:54 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23491","Calculation Testing | Scenario=S24 | Mode=RuPay Credit Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 15:02:29 IST 2025","passed","Wed Sep 24 15:02:53 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21116","Calculation Testing | Scenario=S13 | Mode=Net Banking | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 12:49:50 IST 2025","passed","Wed Sep 24 12:50:11 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20320","Calculation Testing | Scenario=S5 | Mode=UPI INTENT | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 16:15:00 IST 2025","passed","Tue Sep 23 16:15:21 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20865","Calculation Testing | Scenario=S2 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 14:43:32 IST 2025","passed","Tue Sep 23 14:43:53 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","24676","Calculation Testing | Scenario=S8 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 00:13:06 IST 2025","passed","Wed Sep 24 00:13:31 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23469","Calculation Testing | Scenario=S12 | Mode=Credit Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 12:25:04 IST 2025","passed","Wed Sep 24 12:25:28 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21394","Calculation Testing | Scenario=S12 | Mode=Net Banking | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 12:26:05 IST 2025","passed","Wed Sep 24 12:26:26 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20837","Calculation Testing | Scenario=S7 | Mode=NEFT/RTGS | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 18:00:22 IST 2025","passed","Tue Sep 23 18:00:43 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20818","Calculation Testing | Scenario=S3 | Mode=RuPay Credit Card | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 15:10:03 IST 2025","passed","Tue Sep 23 15:10:24 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23537","Calculation Testing | Scenario=S8 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 00:09:37 IST 2025","passed","Wed Sep 24 00:10:00 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19531","Calculation Testing | Scenario=S10 | Mode=BHIM UPI QR | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 10:58:07 IST 2025","passed","Wed Sep 24 10:58:27 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20791","Calculation Testing | Scenario=S22 | Mode=RuPay Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 16:12:07 IST 2025","passed","Wed Sep 24 16:12:28 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21336","Calculation Testing | Scenario=S18 | Mode=Cash | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 14:23:33 IST 2025","passed","Wed Sep 24 14:23:54 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20766","Calculation Testing | Scenario=S1 | Mode=RuPay Credit Card | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 13:43:16 IST 2025","passed","Tue Sep 23 13:43:37 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23654","Calculation Testing | Scenario=S18 | Mode=Credit Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 14:19:40 IST 2025","passed","Wed Sep 24 14:20:03 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23481","Calculation Testing | Scenario=S16 | Mode=Debit Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 13:44:32 IST 2025","passed","Wed Sep 24 13:44:56 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","10443","Calculation Testing | Scenario=S24 | Mode=Wallet | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 14:58:49 IST 2025","failed","Wed Sep 24 14:58:59 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21955","Calculation Testing | Scenario=S1 | Mode=UPI | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 13:37:28 IST 2025","passed","Tue Sep 23 13:37:50 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","10336","Calculation Testing | Scenario=S21 | Mode=Cash | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 15:48:58 IST 2025","failed","Wed Sep 24 15:49:08 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","24349","Calculation Testing | Scenario=S18 | Mode=RuPay Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 14:31:26 IST 2025","passed","Wed Sep 24 14:31:50 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23175","Calculation Testing | Scenario=S12 | Mode=Net Banking | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 12:26:39 IST 2025","passed","Wed Sep 24 12:27:02 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20744","Calculation Testing | Scenario=S6 | Mode=RuPay Credit Card | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 17:28:20 IST 2025","passed","Tue Sep 23 17:28:41 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20702","Calculation Testing | Scenario=S1 | Mode=Debit Card | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 13:30:46 IST 2025","passed","Tue Sep 23 13:31:07 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18368","Calculation Testing | Scenario=S23 | Mode=UPI | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 16:24:07 IST 2025","passed","Wed Sep 24 16:24:26 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21050","Calculation Testing | Scenario=S16 | Mode=Net Banking | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 13:47:11 IST 2025","passed","Wed Sep 24 13:47:32 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18401","Calculation Testing | Scenario=S19 | Mode=UPI | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 15:16:01 IST 2025","passed","Wed Sep 24 15:16:19 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22357","Calculation Testing | Scenario=S18 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 14:35:42 IST 2025","passed","Wed Sep 24 14:36:05 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21435","Calculation Testing | Scenario=S8 | Mode=Wallet | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 00:05:31 IST 2025","passed","Wed Sep 24 00:05:52 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23264","Calculation Testing | Scenario=S11 | Mode=Debit Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 11:11:47 IST 2025","passed","Wed Sep 24 11:12:10 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20229","Calculation Testing | Scenario=S5 | Mode=Net Banking | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 16:02:48 IST 2025","passed","Tue Sep 23 16:03:09 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","12942","Calculation Testing | Scenario=S24 | Mode=UPI | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 14:57:23 IST 2025","failed","Wed Sep 24 14:57:36 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21220","Calculation Testing | Scenario=S18 | Mode=Cash | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 14:22:37 IST 2025","passed","Wed Sep 24 14:22:58 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21619","Calculation Testing | Scenario=S14 | Mode=Cash | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 13:12:23 IST 2025","passed","Wed Sep 24 13:12:45 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20495","Calculation Testing | Scenario=S9 | Mode=Net Banking | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 10:23:52 IST 2025","passed","Wed Sep 24 10:24:12 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23255","Calculation Testing | Scenario=S10 | Mode=Credit Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 10:49:45 IST 2025","passed","Wed Sep 24 10:50:09 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20848","Calculation Testing | Scenario=S24 | Mode=Net Banking | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 14:52:25 IST 2025","passed","Wed Sep 24 14:52:46 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","11085","Calculation Testing | Scenario=S24 | Mode=Net Banking | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 14:52:57 IST 2025","failed","Wed Sep 24 14:53:08 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21585","Calculation Testing | Scenario=S6 | Mode=NEFT/RTGS | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 17:21:44 IST 2025","passed","Tue Sep 23 17:22:06 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21205","Calculation Testing | Scenario=S10 | Mode=NEFT/RTGS | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 10:53:53 IST 2025","passed","Wed Sep 24 10:54:14 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19245","Calculation Testing | Scenario=S2 | Mode=BHIM UPI QR | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 14:41:17 IST 2025","passed","Tue Sep 23 14:41:36 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20112","Calculation Testing | Scenario=S9 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 10:36:43 IST 2025","passed","Wed Sep 24 10:37:03 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20397","Calculation Testing | Scenario=S20 | Mode=RuPay Credit Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 15:42:02 IST 2025","passed","Wed Sep 24 15:42:23 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20514","Calculation Testing | Scenario=S16 | Mode=Wallet | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 13:53:35 IST 2025","passed","Wed Sep 24 13:53:56 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22957","Calculation Testing | Scenario=S17 | Mode=Debit Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 14:02:35 IST 2025","passed","Wed Sep 24 14:02:58 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20791","Calculation Testing | Scenario=S3 | Mode=Debit Card | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 14:56:01 IST 2025","passed","Tue Sep 23 14:56:22 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","22253","Calculation Testing | Scenario=S7 | Mode=UPI | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 18:01:17 IST 2025","passed","Tue Sep 23 18:01:39 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19818","Calculation Testing | Scenario=S3 | Mode=Wallet | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 15:04:13 IST 2025","passed","Tue Sep 23 15:04:33 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20540","Calculation Testing | Scenario=S1 | Mode=NEFT/RTGS | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 13:36:08 IST 2025","passed","Tue Sep 23 13:36:28 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23942","Calculation Testing | Scenario=S18 | Mode=RuPay Credit Card | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 14:32:59 IST 2025","passed","Wed Sep 24 14:33:23 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16261","Calculation Testing | Scenario=S23 | Mode=BHIM UPI QR | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 16:27:24 IST 2025","passed","Wed Sep 24 16:27:41 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21226","Calculation Testing | Scenario=S15 | Mode=Cash | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 13:27:22 IST 2025","passed","Wed Sep 24 13:27:44 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16448","Calculation Testing | Scenario=S23 | Mode=Wallet | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 16:25:23 IST 2025","passed","Wed Sep 24 16:25:39 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21431","Calculation Testing | Scenario=S24 | Mode=NEFT/RTGS | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 14:55:19 IST 2025","passed","Wed Sep 24 14:55:40 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","24358","Calculation Testing | Scenario=S8 | Mode=RuPay Credit Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 00:11:15 IST 2025","passed","Wed Sep 24 00:11:39 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20030","Calculation Testing | Scenario=S1 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 13:44:08 IST 2025","passed","Tue Sep 23 13:44:29 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19808","Calculation Testing | Scenario=S24 | Mode=Debit Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 14:49:51 IST 2025","failed","Wed Sep 24 14:50:11 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19292","Calculation Testing | Scenario=S20 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Wed Sep 24 15:40:41 IST 2025","passed","Wed Sep 24 15:41:00 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","20881","Calculation Testing | Scenario=S6 | Mode=RuPay Credit Card | Slab=1001-5000 | Amount=1200","testCases","Tue Sep 23 17:28:47 IST 2025","passed","Tue Sep 23 17:29:08 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","23043","Calculation Testing | Scenario=S17 | Mode=RuPay Credit Card | Slab=1001-5000 | Amount=1200","testCases","Wed Sep 24 14:15:28 IST 2025","passed","Wed Sep 24 14:15:51 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19913","Calculation Testing | Scenario=S6 | Mode=UPI INTENT | Slab=1-1000 | Amount=100","testCases","Tue Sep 23 17:29:41 IST 2025","passed","Tue Sep 23 17:30:01 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21487","Calculation Testing | Scenario=S10 | Mode=UPI INTENT | Slab=1-1000 | Amount=100","testCases","Wed Sep 24 11:02:27 IST 2025","passed","Wed Sep 24 11:02:49 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","21599","Calculation Testing | Scenario=S8 | Mode=Net Banking | Slab=5001-10000 | Amount=6000","testCases","Tue Sep 23 23:59:49 IST 2025","passed","Wed Sep 24 00:00:11 IST 2025","TestCalculations","Calculation_test","",""
